@relation 'Music: -C 6'

@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-clam {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@attribute Mean_Acc1298_Mean_Mem40_Centroid numeric
@attribute Mean_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Mean_Mem40_Flux numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Mean_Acc1298_Std_Mem40_Centroid numeric
@attribute Mean_Acc1298_Std_Mem40_Rolloff numeric
@attribute Mean_Acc1298_Std_Mem40_Flux numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Mean_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Mean_Mem40_Centroid numeric
@attribute Std_Acc1298_Mean_Mem40_Rolloff numeric
@attribute Std_Acc1298_Mean_Mem40_Flux numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Mean_Mem40_MFCC_12 numeric
@attribute Std_Acc1298_Std_Mem40_Centroid numeric
@attribute Std_Acc1298_Std_Mem40_Rolloff numeric
@attribute Std_Acc1298_Std_Mem40_Flux numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_0 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_1 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_2 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_3 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_4 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_5 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_6 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_7 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_8 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_9 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_10 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_11 numeric
@attribute Std_Acc1298_Std_Mem40_MFCC_12 numeric
@attribute BH_LowPeakAmp numeric
@attribute BH_LowPeakBPM numeric
@attribute BH_HighPeakAmp numeric
@attribute BH_HighPeakBPM numeric
@attribute BHSUM1 numeric
@attribute BHSUM2 numeric
@attribute BHSUM3 numeric

@data
0,0,0,0,0,1,0.283822,0.279081,0.283775,0.791627,0.338972,0.495008,0.391792,0.526482,0.182439,0.666535,0.524257,0.369857,0.636789,0.423259,0.495849,0.341305,0.322242,0.552233,0.192116,0.25845,0.361577,0.532473,0.520242,0.475238,0.703043,0.719548,0.671737,0.41233,0.571874,0.453066,0.544263,0.284979,0.069744,0.163824,0.193671,0.154471,0.117191,0.265157,0.225083,0.293242,0.302158,0.162874,0.139862,0.141194,0.153881,0.094398,0.209428,0.086376,0.376214,0.271114,0.907788,0.339314,0.400623,0.490811,0.371442,0.392507,0.535796,0.585986,0.298229,0.272094,0.311128,0.184448,0.115219,0.088327,0.083966,0,0.03043,0,0.135579,0.062912,0.093128
0,1,1,0,0,0,0.382029,0.299489,0.230684,0.703786,0.303487,0.542917,0.367391,0.618022,0.322357,0.465053,0.580048,0.308515,0.494224,0.516334,0.308822,0.243135,0.361392,0.479667,0.152256,0.267589,0.202153,0.377024,0.475719,0.30685,0.445778,0.591711,0.541238,0.365113,0.58361,0.493073,0.453983,0.331469,0.24027,0.314587,0.11025,0.098505,0.111598,0.289937,0.435752,0.452518,0.395776,0.266237,0.182244,0.251246,0.283092,0.207134,0.196627,0.134859,0.426434,0.362979,0.865189,0.450004,0.161345,0.444368,0.528167,0.247185,0.595575,0.594765,0.358311,0.326825,0.481625,0.307345,0.16047,0.208088,0.189751,0.206349,0.009186,0.684211,0.208419,0.06686,0.259201
0,0,1,0,1,0,0.443165,0.228062,0.035695,0.548145,0.292699,0.47477,0.530103,0.450296,0.45583,0.205688,0.454598,0.521151,0.919105,0.871747,0.42119,0.317004,0.164038,0.146637,0.02921,0.180779,0.146874,0.319725,0.151092,0.175988,0.182394,0.36378,0.371116,0.272647,0.508151,0.709752,0.789383,0.470348,0.18752,0.23162,0.106669,0.297592,0.321267,0.465503,0.290493,0.321441,0.43269,0.393509,0.390997,0.411126,0.513584,0.862765,0.770469,0.359465,0.295863,0.275643,0.928783,0.682696,0.365486,0.655923,0.259484,0.257617,0.462634,0.523497,0.329135,0.345632,0.662564,1,0.64505,0.494945,0.021017,0.190476,0.007763,0.661654,0.076465,0.111323,0.129278
0,0,1,1,1,0,0.098455,0.088577,0.079218,0.345908,0.470274,0.835865,0.463357,0.751774,0.319159,0.289604,0.419864,0.389036,0.644697,0.486027,0.376693,0.54918,0.074826,0.301923,0.048739,0.255599,0.20822,0.374756,0.127159,0.224293,0.123837,0.262349,0.286246,0.082767,0.178193,0.224902,0.267816,0.205795,0.068359,0.340051,0.118293,0.213459,0.190731,0.21393,0.170722,0.294354,0.189529,0.177995,0.136974,0.056729,0.062661,0.085737,0.127241,0.109454,0.328896,0.765769,0.918808,0.541826,0.276636,0.34292,0.109863,0.264467,0.178781,0.2149,0.210807,0.069362,0.169102,0.229801,0.123426,0.148866,0.050942,0.380952,0.2922,0.360902,0.236153,0,0.342518
0,0,0,0,1,1,0.295225,0.285249,0.158944,0.715708,0.252571,0.392148,0.511627,0.485889,0.339794,0.46463,0.52006,0.455185,0.630206,0.621877,0.522585,0.539967,0.257163,0.4873,0.069191,0.306647,0.234807,0.334652,0.382704,0.479396,0.35843,0.536132,0.37526,0.209371,0.374352,0.340901,0.368298,0.310762,0.06776,0.193724,0.22185,0.1889,0.106847,0.218974,0.268083,0.310245,0.263444,0.21196,0.097381,0.051678,0.099754,0.090635,0.166267,0.08671,0.275078,0.424714,0.885617,0.371732,0.152234,0.256505,0.382708,0.429864,0.484503,0.368701,0.258059,0.099529,0.225854,0.119955,0.074149,0.110774,0.087991,0.047619,0,0.045113,0.283736,0.074864,0.1816
0,0,0,0,0,1,0.404765,0.270542,0.177537,0.700948,0.271548,0.599532,0.557358,0.468924,0.327371,0.552125,0.455585,0.420639,0.568957,0.370797,0.392346,0.325745,0.328757,0.353393,0.080523,0.214042,0.305989,0.412007,0.607452,0.428584,0.533237,0.639983,0.62303,0.330681,0.452761,0.366667,0.53555,0.332622,0.15357,0.224262,0.162499,0.084989,0.16561,0.397835,0.347891,0.296207,0.295048,0.203742,0.107685,0.07849,0.131842,0.092126,0.102965,0.124503,0.296157,0.28622,0.886924,0.41463,0.354335,0.435307,0.387832,0.285132,0.411893,0.327448,0.398287,0.136348,0.203001,0.164768,0.192655,0.165409,0.159479,0.650794,0.005181,0.616541,0.046821,0.237305,0.168695
0,0,0,0,1,0,0.410823,0.299318,0.068724,0.558505,0.545393,0.477878,0.187376,0.475913,0.362602,0.575015,0.754813,0.438745,0.819279,0.609585,0.336631,0.332239,0.170689,0.225783,0.034854,0.082738,0.114134,0.085196,0.039964,0.139621,0.14376,0.232872,0.205484,0.172366,0.22772,0.185841,0.231474,0.133603,0.279404,0.718141,0.259598,0.312025,0.691312,0.496603,0.506475,0.905925,0.674031,0.235387,0.239111,0.425824,0.505028,0.145168,0.245643,0.133589,0.426158,0.582262,0.925124,0.710079,0.705469,0.327215,0.100605,0.279056,0.168358,0.211756,0.170996,0.27956,0.299682,0.1086,0.082866,0.063,0.163911,0.190476,0.18894,0.180451,0.26574,0.424287,0.381505
0,0,0,1,1,0,0.166345,0.043046,0.094874,0.295103,0.629829,0.664883,0.572476,0.493564,0.481728,0.581726,0.64477,0.445744,0.866483,0.726223,0.387608,0.336135,0.126337,0.126512,0.077333,0.265985,0.331116,0.383891,0.510095,0.499927,0.271884,0.448194,0.377845,0.318439,0.45072,0.344608,0.474418,0.456975,0.137344,0.136849,0.134085,0.442142,0.297778,0.413518,0.623665,0.570036,0.408502,0.336532,0.212714,0.239177,0.280379,0.27771,0.28596,0.315206,0.428472,0.380614,0.907309,0.575934,0.622259,0.688506,0.722921,0.765815,0.539174,0.52659,0.461627,0.342278,0.465009,0.338004,0.316121,0.623459,0.004825,0.428571,0,0.406015,0.016587,0.037858,0.017827
0,0,1,0,1,0,0.256146,0.140532,0.261578,0.776662,0.478951,0.391945,0.479863,0.602591,0.168417,0.469287,0.692587,0.264401,0.610716,0.279744,0.230913,0.036556,0.272063,0.269152,0.172048,0.279758,0.433503,0.533856,0.7867,0.474348,0.628469,0.554936,0.468736,0.389014,0.385425,0.392277,0.543269,0.320593,0.067292,0.08661,0.071504,0.105816,0.196045,0.273587,0.349392,0.398104,0.341837,0.27384,0.179819,0.135077,0.141523,0.176867,0.174678,0.140151,0.376545,0.279808,0.83435,0.509987,0.443764,0.42607,0.505711,0.250728,0.558955,0.430302,0.293155,0.294646,0.291167,0.256491,0.130004,0.144344,0.001761,0.126984,0.004205,0.120301,0.011551,0.028624,0.022775
1,0,0,0,1,1,0.456928,0.25184,0.13433,0.881598,0.242527,0.469451,0.41006,0.58886,0.519185,0.434953,0.619576,0.581887,0.597501,0.046285,0.407416,0.320864,0.281073,0.25167,0.049465,0.135849,0.119918,0.381437,0.324046,0.276293,0.347278,0.477432,0.448799,0.277486,0.468203,0.448168,0.608284,0.460876,0.103291,0.134829,0.098274,0.02561,0.12672,0.134163,0.254672,0.271449,0.225785,0.145899,0.079671,0.080019,0.170735,0.146269,0.182184,0.105799,0.278695,0.184845,0.922293,0.461366,0.273972,0.28388,0.32679,0.209762,0.514569,0.352414,0.294605,0.15876,0.223038,0.221636,0.217792,0.352805,0.020484,0.206349,0.002236,0.195489,0.15716,0.029046,0.086884
0,0,0,1,1,0,0.206089,0.117783,0.107243,0.394547,0.39075,0.579137,0.337191,0.69917,0.472766,0.413393,0.480207,0.318874,0.93081,0.70977,0.616001,0.431629,0.19323,0.255854,0.116115,0.20269,0.335166,0.342896,0.115127,0.108906,0.117254,0.328252,0.252082,0.142809,0.300085,0.279624,0.488136,0.350301,0.121922,0.192647,0.142362,0.308359,0.271448,0.527239,0.252285,0.267277,0.39697,0.307101,0.406966,0.28267,0.432635,0.599863,0.618337,0.320702,0.335726,0.493447,0.876078,0.503448,0.449703,0.537993,0.21093,0.190599,0.39624,0.782154,0.415408,0.464684,0.819948,0.652388,0.567314,0.741354,0.035757,0.650794,0,0.616541,0.107955,0.087516,0.100223
0,1,0,0,0,0,0.416865,0.198074,0.16972,0.85368,0.500185,0.25512,0.612427,0.07516,0.556369,0.162374,0.612655,0.270617,0.665675,0.380007,0.462181,0.171325,0.182709,0.126204,0.099447,0.194349,0.277587,0.18197,0.055264,0.174708,0.213124,0.396778,0.309363,0.344179,0.53614,0.530493,0.578172,0.364532,0.136539,0.135314,0.153516,0.094156,0.24308,0.173359,0.091473,0.185653,0.191494,0.252381,0.207634,0.199413,0.283899,0.250424,0.220099,0.122035,0.302914,0.178474,0.888928,0.313584,0.275269,0.17987,0.127635,0.194082,0.225976,0.679241,0.430274,0.387076,0.922459,0.565018,0.338976,0.353139,0.085127,0.730159,0.227979,0.691729,0.279302,0.399868,0.585214
1,1,0,0,0,0,0.324495,0.171271,0.154606,0.532165,0.492115,0.427016,0.58036,0.456599,0.386668,0.442034,0.581893,0.393359,0.342191,0.305505,0.187881,0.158635,0.103009,0.094057,0.040465,0.073459,0.073457,0.101693,0.124632,0.191061,0.180939,0.409585,0.411521,0.297464,0.481097,0.527035,0.536281,0.376044,0.183225,0.288689,0.104321,0.29371,0.455044,0.261397,0.264327,0.297631,0.328368,0.381554,0.301466,0.263898,0.35926,0.261298,0.329762,0.276259,0.295826,0.195376,0.912057,0.575021,0.254797,0.208867,0.195845,0.118623,0.158935,0.324134,0.333955,0.360858,0.571425,0.475763,0.283361,0.358342,0.019195,0.571429,0,0.541353,0.072185,0.195606,0.156448
1,0,0,0,0,0,0.471003,0.322812,0.102905,0.827903,0.320221,0.405281,0.372436,0.536035,0.120739,0.400164,0.548148,0.235952,0.558484,0.397672,0.297165,0.211169,0.181142,0.207445,0.063899,0.053757,0.147709,0.186678,0.13256,0.199709,0.156581,0.275864,0.232345,0.159372,0.189375,0.193534,0.235917,0.14793,0.067825,0.101523,0.238816,0.008867,0.108684,0.121459,0.107015,0.255267,0.140719,0.152553,0.095342,0.060172,0.052575,0.112685,0.086492,0.068916,0.345568,0.19845,0.930917,0.590753,0.237478,0.241066,0.145373,0.332798,0.236252,0.376481,0.124616,0.140447,0.115295,0.074045,0.111641,0.072883,0.045911,0.507937,0.055924,0.481203,0.155049,0.064556,0.232877
0,1,0,0,0,0,0.619688,0.316086,0.066702,0.804038,0.307666,0.314008,0.367759,0.433272,0.307104,0.376045,0.46962,0.351082,0.56767,0.426063,0.407462,0.488817,0.169159,0.149355,0.02493,0.056269,0.09124,0.177689,0.476501,0.306046,0.273579,0.411528,0.317621,0.244102,0.354832,0.252072,0.280508,0.244934,0.032041,0.150362,0.249501,0.034526,0.071492,0.269732,0.300965,0.264765,0.194166,0.168237,0.113886,0.117012,0.151609,0.14477,0.137217,0.109322,0.274049,0.254605,0.958925,0.547329,0.36611,0.349137,0.495973,0.332093,0.349896,0.406446,0.198707,0.180937,0.241469,0.10501,0.078397,0.158604,0.04695,0.507937,0.068526,0.481203,0.233406,0.083901,0.339899
0,0,1,0,1,0,0.423279,0.237114,0.113964,0.490469,0.422583,0.222128,0.663362,0.198977,0.572577,0.347994,0.359709,0.534891,0.902612,0.590638,0.425819,0.337134,0.182182,0.139365,0.061171,0.269786,0.195374,0.249291,0.509652,0.46092,0.304358,0.622384,0.528502,0.39676,0.69419,0.358547,0.535515,0.35852,0.16232,0.191058,0.079782,0.268641,0.183964,0.220401,0.439811,0.390765,0.33811,0.374187,0.214414,0.245557,0.473022,0.179383,0.291715,0.197192,0.259966,0.186013,0.920943,0.556572,0.225042,0.269714,0.412267,0.397668,0.324442,0.555464,0.317128,0.371507,0.429434,0.201931,0.275503,0.264864,0.018758,0.603175,0.025928,0.571429,0.087807,0.126876,0.23551
1,1,0,0,0,0,0.540211,0.35862,0.090344,0.711746,0.260835,0.519423,0.477814,0.467372,0.322755,0.43379,0.630586,0.525501,0.706588,0.379234,0.387168,0.653531,0.316136,0.288473,0.05611,0.097295,0.162915,0.307044,0.417206,0.219608,0.361322,0.413271,0.323129,0.216261,0.319821,0.322503,0.407221,0.250893,0.105612,0.162165,0.134496,0.034206,0.14641,0.167077,0.317671,0.207446,0.25079,0.204611,0.10701,0.069454,0.099628,0.096835,0.102542,0.100052,0.394282,0.224023,0.918895,0.516707,0.44749,0.339672,0.378016,0.319812,0.354814,0.311377,0.152026,0.125055,0.136955,0.151046,0.08385,0.147215,0.067618,0.365079,0.297987,0.345865,0.178915,0.066282,0.315169
0,1,1,0,0,0,0.225035,0.386063,0.287988,0.536352,0.252194,0.537485,0.502472,0.656241,0.395605,0.737753,0.600059,0.471873,0.850346,0.469651,0.536924,0.421935,0.365746,0.738419,0.220556,0.473385,0.224135,0.538512,0.566164,0.494314,0.418022,0.664203,0.369121,0.240535,0.424128,0.307519,0.524594,0.268693,0.118797,0.298736,0.112364,0.104678,0.108541,0.233927,0.360584,0.208332,0.260118,0.136387,0.121271,0.107116,0.23602,0.085348,0.148477,0.079027,0.627825,0.294029,0.840709,0.444555,0.174861,0.306576,0.396982,0.253809,0.567972,0.486323,0.200903,0.25114,0.595517,0.114057,0.282864,0.145318,0.396233,0.333333,0.255872,0.315789,0.510902,0.080349,0.450711
1,0,0,0,0,0,0.392968,0.39736,0.16571,0.64773,0.257435,0.483412,0.346548,0.590712,0.402133,0.436843,0.454893,0.334015,0.79211,0.516608,0.431253,0.20371,0.465795,0.629453,0.095057,0.172031,0.232142,0.232645,0.142834,0.189542,0.2006,0.327238,0.324564,0.166797,0.298024,0.320213,0.463939,0.291983,0.129998,0.282487,0.052248,0.143136,0.062529,0.113128,0.080394,0.153345,0.202038,0.121884,0.093347,0.047876,0.110766,0.208727,0.280242,0.151758,0.337618,0.163121,0.9023,0.397445,0.116981,0.13879,0.097998,0.132435,0.163159,0.278259,0.138144,0.110289,0.154829,0.10867,0.11111,0.157417,0.316742,0.222222,0.408044,0.210526,0.402253,0.400142,0.433574
1,0,0,0,1,1,0.342032,0.22127,0.254586,0.702312,0.328273,0.500299,0.384136,0.454566,0.261737,0.590559,0.415451,0.56678,0.672742,0.45085,0.491245,0.382852,0.383215,0.432808,0.151662,0.270958,0.302585,0.522734,0.475511,0.535784,0.442069,0.502178,0.610538,0.256851,0.442504,0.348445,0.448317,0.295222,0.268765,0.29668,0.057004,0.154733,0.243914,0.382189,0.399242,0.563526,0.259624,0.259939,0.291108,0.099942,0.278413,0.156362,0.145565,0.087659,0.76732,0.43782,0.877559,0.455723,0.433139,0.582271,0.42251,0.581368,0.479641,0.427733,0.488496,0.146469,0.269242,0.266992,0.143948,0.167731,0.212283,0.555556,0.552475,0.526316,0.565439,0.113193,0.690796
0,0,0,0,0,1,0.295884,0.212441,0.094185,1,0.23278,0.513209,0.366737,0.400134,0.234681,0.373163,0.548975,0.253327,0.444405,0.544239,0.298816,0.474274,0.147516,0.270096,0.03536,0.037162,0.069119,0.168786,0.156538,0.195027,0.179383,0.269847,0.288458,0.16575,0.243056,0.245902,0.372815,0.189205,0.086223,0.121016,0.084654,0.029549,0.119897,0.117543,0.102514,0.135499,0.180481,0.109312,0.076304,0.066293,0.051196,0.093847,0.137354,0.076987,0.296671,0.245747,0.928347,0.464945,0.27077,0.179538,0.198039,0.238725,0.188299,0.241274,0.222113,0.127899,0.144139,0.130827,0.131074,0.102041,0.003326,0.619048,0.009225,0.586466,0.02455,0.021087,0.024176
0,0,0,0,0,1,0.92833,0.789835,0.22786,0.599544,0.111164,0.406341,0.312295,0.614965,0.497675,0.685066,0.616608,0.5124,0.775056,0.565115,0.384398,0.47462,1,0.674277,0.174271,0.226956,0.430817,0.503418,0.478661,0.285798,0.209053,0.423019,0.213167,0.182717,0.26993,0.206959,0.225772,0.149566,0.106941,0.300723,0.158624,0.152883,0.179351,0.54122,0.484792,0.547161,0.399342,0.249635,0.106072,0.107328,0.098808,0.071141,0.085559,0.041895,0.109767,0.13519,0.857305,0.506423,0.228166,0.313295,0.340505,0.175271,0.174756,0.194782,0.097967,0.152876,0.224354,0.084766,0.047169,0.068868,0.886449,0.190476,0.965806,0.180451,0.799096,0.966814,0.925971
0,0,1,1,1,0,0.14091,0.040455,0.126197,0.616462,0.654731,0.389708,0.631842,0.53434,0.703964,0.529315,0.376233,0.310313,0.339774,0.594047,0.234945,0.423521,0.071996,0.072786,0.136611,0.263071,0.343936,0.297488,0.335903,0.350294,0.122983,0.289999,0.194321,0.101917,0.331081,0.319346,0.340173,0.189096,0.06382,0.102193,0.195491,0.281035,0.41068,0.118964,0.441982,0.541547,0.222699,0.177257,0.113911,0.106624,0.235746,0.237157,0.180694,0.127093,0.355833,0.266051,0.879998,0.460661,0.421917,0.471538,0.532773,0.62237,0.339365,0.414852,0.199609,0.127025,0.311852,0.318759,0.200691,0.161458,0.097867,0.730159,0,0.691729,0.053468,0.289251,0.188197
0,0,1,1,1,0,0.184471,0.074843,0.088379,0.722527,0.54661,0.498164,0.480226,0.514112,0.360277,0.379202,0.5805,0.409759,0.844972,0.357184,0.245016,0.35523,0.100513,0.119828,0.06116,0.1208,0.210458,0.312097,0.263162,0.302541,0.298921,0.365961,0.381914,0.159767,0.283223,0.206863,0.320353,0.241918,0.057878,0.104328,0.110955,0.266962,0.192301,0.300302,0.367422,0.289525,0.374016,0.181602,0.337357,0.163038,0.186993,0.183273,0.189767,0.109627,0.364261,0.329757,0.923687,0.412545,0.393815,0.38286,0.252797,0.351428,0.348274,0.356014,0.32707,0.217239,0.229666,0.101155,0.107693,0.165531,0.022642,0.285714,0.002477,0.270677,0.108183,0.148726,0.132054
0,0,0,1,1,0,0.199961,0.060774,0.1386,0.521855,0.470127,0.75461,0.727331,0.610686,0.499292,0.282518,0.54454,0.388304,0.601661,0.170524,0.26017,0.513659,0.169878,0.158425,0.110823,0.266803,0.37749,0.450318,0.504899,0.454095,0.429,0.632806,0.59919,0.299474,0.355182,0.529022,0.482345,0.203123,0.080645,0.109033,0.116708,0.212568,0.310523,0.296608,0.539751,0.6222,0.343286,0.290562,0.286788,0.204338,0.311193,0.273665,0.273757,0.094286,0.572336,0.354608,0.880477,0.553342,0.453093,0.644035,0.506875,0.61776,0.701867,0.670899,0.560191,0.321728,0.314821,0.350308,0.206442,0.152198,0.05848,0.698413,0.00342,0.661654,0.098714,0.161542,0.233632
0,0,1,0,0,0,0.341875,0.130637,0.1148,0.442004,0.543993,0.27828,0.420637,0.304638,0.391427,0.390675,0.588218,0.198021,0.30714,0.339913,0.381435,0.475436,0.105034,0.071278,0.046241,0.146312,0.212971,0.145632,0.230437,0.248412,0.41363,0.695965,0.639713,0.471843,0.737825,0.828863,0.93228,0.451197,0.117131,0.135559,0.144065,0.377102,0.418875,0.2079,0.443791,0.415392,0.435235,0.60054,0.322752,0.25613,0.430651,0.425959,0.374325,0.258032,0.285764,0.190835,0.927825,0.491804,0.415849,0.160448,0.252669,0.251494,0.72614,0.820787,0.62506,0.520099,0.501851,0.68103,0.381677,0.33286,0.023315,0.253968,0.02308,0.240602,0.108157,0.111843,0.185092
0,0,0,0,1,1,0.342134,0.209824,0.083036,0.851231,0.351253,0.429197,0.417851,0.377439,0.272789,0.27297,0.485788,0.346716,0.790035,0.298644,0.360151,0.383256,0.151002,0.151049,0.041202,0.074516,0.033732,0.029573,0.042614,0.135173,0.052736,0.165891,0.127559,0.073217,0.235339,0.18351,0.198504,0.155562,0.015244,0.057675,0.070271,0.052241,0.119479,0.108827,0.245704,0.255318,0.270006,0.209374,0.266726,0.155229,0.14295,0.108154,0.12784,0.093814,0.282037,0.199113,0.931222,0.450449,0.134173,0.108034,0.151706,0.11122,0.152257,0.154137,0.12784,0.087184,0.156667,0.077875,0.081376,0.118464,0.418254,0.253968,0.606084,0.240602,0.597883,1,0.841726
0,0,0,1,1,0,0.244343,0.113568,0.09292,0.391957,0.538775,0.473877,0.489317,0.582846,0.507455,0.505833,0.545104,0.322183,0.786701,0.426235,0.356696,0.508085,0.265598,0.204142,0.090865,0.177178,0.327041,0.393065,0.258948,0.321632,0.216419,0.492008,0.259077,0.17747,0.314481,0.184895,0.303774,0.134185,0.224399,0.271049,0.296583,0.197701,0.370027,0.236228,0.231235,0.251877,0.366455,0.401747,0.204558,0.13909,0.245074,0.177427,0.211492,0.178155,0.89666,0.489692,0.923992,0.636191,0.647622,0.630936,0.330619,0.438138,0.341457,0.631943,0.227101,0.144131,0.42854,0.080179,0.169392,0.113887,0.026563,0.428571,0.063997,0.406015,0.08525,0.069695,0.226155
1,1,0,0,0,0,0.26844,0.124615,0.064477,0.509988,0.528312,0.363158,0.567126,0.356138,0.412201,0.356005,0.566577,0.345331,0.439797,0.451558,0.333116,0.307064,0.07552,0.08024,0.040454,0.084366,0.080555,0.08525,0.0628,0.149947,0.176592,0.241289,0.302145,0.163957,0.329339,0.303916,0.341385,0.211494,0.050897,0.076623,0.119115,0.486063,0.258279,0.236377,0.351687,0.217893,0.238108,0.124328,0.202345,0.155826,0.252173,0.225531,0.261761,0.124101,0.320174,0.207678,0.920115,0.578612,0.324027,0.179488,0.131116,0.167372,0.219892,0.186873,0.176565,0.198511,0.211267,0.205484,0.117476,0.129701,0.043551,0.111111,0.084671,0.105263,0.164553,0.295608,0.23962
0,1,1,0,0,0,0.305176,0.141756,0.108226,0.465763,0.579471,0.211346,0.397295,0.496279,0.392,0.356744,0.479135,0.296823,0.515643,0.427985,0.335072,0.307176,0.092432,0.056917,0.050862,0.161286,0.118973,0.128781,0.091007,0.171593,0.170176,0.339201,0.398152,0.26326,0.47925,0.39026,0.367378,0.292327,0.021495,0.016822,0.148879,0.247836,0.208515,0.216414,0.088118,0.211957,0.152823,0.206676,0.192148,0.173256,0.224347,0.246105,0.237136,0.163687,0.329483,0.217845,0.906351,0.722778,0.459463,0.412813,0.085194,0.105209,0.081096,0.266041,0.297707,0.205589,0.345104,0.195961,0.134762,0.158666,0.08235,0.460317,0.155592,0.43609,0.313414,0.021011,0.403894
1,0,0,0,1,0,0.368104,0.241934,0.071458,0.930157,0.30143,0.478897,0.434335,0.525599,0.232159,0.47789,0.545723,0.375126,0.656745,0.480799,0.395268,0.474804,0.152934,0.192811,0.040267,0.025833,0.03304,0.170476,0.12396,0.114395,0.133907,0.281112,0.220752,0.131157,0.270448,0.139039,0.255061,0.170417,0.110244,0.214035,0.209287,0.013322,0.146599,0.120879,0.18747,0.152583,0.23849,0.131587,0.104889,0.076441,0.063562,0.072588,0.107601,0.052957,0.285948,0.240913,0.938148,0.417219,0.186102,0.230649,0.189811,0.150297,0.222831,0.282034,0.128146,0.082425,0.174061,0.091739,0.066808,0.113433,0.155095,0.349206,0.235202,0.330827,0.224774,0.06007,0.310604
